,Identification,, Pricing ,,Product Attributes,,,,,,,,,Site Status,,Shop Segmentation,Fulfillment,,Sales Operation,,,,,,,,,,,,,
Product Name,Variant Name,SKU, Retail Price , Sale Price ,Length (in),Width (in),Foam Thickness (in),Weight,Straps, Line Length (ft) , Color , Description , Image URL ,Live on site?,Woo ID,Which Shop?,Flat Rate,Oversized?,Opening Stock,Reorder Level,Labor Cost,Inventory Valuation Method,Brand,Is Returnable Item,Variant ID,Variant Type,Taxable,Product Type,Product ID,UPC,EAN,ISBN
PolePad,PolePad-Grey/5 in/84 in,POL-84I-5IN-GRE, $ 264.91 , $ 238.42 ,84,5,,2.8,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056811,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/90 in,POL-90I-5IN-GRE, $ 273.53 , $ 246.18 ,90,5,,3,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056813,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/96 in,POL-96I-5IN-GRE, $ 282.15 , $ 253.94 ,96,5,,3.2,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056815,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/102 in,POL-102-5IN-GRE, $ 290.77 , $ 261.69 ,102,5,,3.4,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056817,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/108 in,POL-108-5IN-GRE, $ 299.40 , $ 269.46 ,108,5,,3.6,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056819,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/114 in,POL-114-5IN-GRE, $ 308.02 , $ 277.22 ,114,5,,3.8,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056821,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/120 in,POL-120-5IN-GRE, $ 316.64 , $ 284.98 ,120,5,,4,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056823,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/126 in,POL-126-5IN-GRE, $ 325.26 , $ 292.73 ,126,5,,4.2,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056825,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/132 in,POL-132-5IN-GRE, $ 333.88 , $ 300.49 ,132,5,,4.4,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056827,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/138 in,POL-138-5IN-GRE, $ 342.51 , $ 308.26 ,138,5,,4.6,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056829,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/144 in,POL-144-5IN-GRE, $ 351.13 , $ 316.02 ,144,5,,4.8,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056831,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/150 in,POL-150-5IN-GRE, $ 359.75 , $ 323.78 ,150,5,,5,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056833,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/156 in,POL-156-5IN-GRE, $ 368.37 , $ 331.53 ,156,5,,5.2,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056835,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/162 in,POL-162-5IN-GRE, $ 376.99 , $ 339.29 ,162,5,,5.4,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056837,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/168 in,POL-168-5IN-GRE, $ 385.61 , $ 347.05 ,168,5,,5.6,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056839,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/174 in,POL-174-5IN-GRE, $ 394.24 , $ 354.82 ,174,5,,5.8,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056841,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/180 in,POL-180-5IN-GRE, $ 402.86 , $ 362.57 ,180,5,,6,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056843,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/186 in,POL-186-5IN-GRE, $ 411.48 , $ 370.33 ,186,5,,6.2,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056845,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/192 in,POL-192-5IN-GRE, $ 420.10 , $ 378.09 ,192,5,,6.4,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056847,inventory,true,goods,,,,
The All-Around,All-Around/4 ft/Strap/Back,AA-4F-STR-BLA, $ 895.00 ,,48,18,3,8,3,, Black ," The ""All-Around"" used to be a custom creation. Now, its made its way to our store on the coattails of incredible customer satisfaction. The All-Around protects 3 sides of a square piling, ideal for boat lift entryways and your home’s brand new dock. If you want to hide the straps on the backside, add our optional fabric enclosure. 

The Details:
- Made for 12x12” square pilings
- Durable, UV-resistant outer shell
- Secures via velcro straps 
- Optional: Fabric enclosure to cover straps
- Best Use: New home docks with cement pilings, boat lift entry pilings ", The All Around.jpg ,TRUE,,PilePad,,Yes,0,,65,fifo,PilePad,true,2663788000013062957,inventory,true,goods,,,,
The All-Around,All-Around/4 ft/Strap+Flap/Back,AA-4F-FLA-BLA, $ 965.00 ,,48,18,3,8,3,, Black ," The ""All-Around"" used to be a custom creation. Now, its made its way to our store on the coattails of incredible customer satisfaction. The All-Around protects 3 sides of a square piling, ideal for boat lift entryways and your home’s brand new dock. If you want to hide the straps on the backside, add our optional fabric enclosure. 

The Details:
- Made for 12x12” square pilings
- Durable, UV-resistant outer shell
- Secures via velcro straps 
- Optional: Fabric enclosure to cover straps
- Best Use: New home docks with cement pilings, boat lift entry pilings ", The All Around.jpg ,TRUE,,PilePad,,Yes,0,,65,fifo,PilePad,true,2663788000013062959,inventory,true,goods,,,,
